time_s,Q_m3s
3524400.0,3362.206341316041
3528000.0,3382.3694650222624
3531600.0,3374.44305014453
3535200.0,3269.9890086631744
3538800.0,3404.455524260374
3542400.0,3466.5087361399655
3546000.0,3389.7116432464313
3549600.0,3713.827788756448
3553200.0,3683.9338696063555
3556800.0,3593.0270312538646
3560400.0,3637.252388518987
3564000.0,3662.9844202464906
3567600.0,3411.711435981117
3571200.0,3590.1826329280084
3574800.0,3516.017683655154
3578400.0,3446.776140093154
3582000.0,3482.1335930936934
3585600.0,3653.8545122562646
3589200.0,3487.8079374764434
3592800.0,3322.290167121421
3596400.0,3401.757424399352
3600000.0,3456.0028765157795
3603600.0,3390.9691738281626
3607200.0,3299.4311013691718
3610800.0,3235.409826598699
3614400.0,3386.238204685684
3618000.0,3383.7887048918287
3621600.0,3470.9896062031085
3625200.0,3487.225743326354
3628800.0,3589.5830168232424
3632400.0,3468.4422215737063
3636000.0,3707.984372699267
3639600.0,3624.405145614957
3643200.0,3856.737625095406
3646800.0,3572.654576589543
3650400.0,3844.3067547245064
3654000.0,3669.7408022725454
3657600.0,3559.7451787876425
3661200.0,3550.742437350309
3664800.0,3532.7291940486575
3668400.0,3569.9001619502787
3672000.0,3534.5935894944564
3675600.0,3375.8554297652163
3679200.0,3390.5301207642774
3682800.0,3572.718784676186
3686400.0,3501.8669401489524
3690000.0,3355.290174799513
3693600.0,3309.778141161912
3697200.0,3323.863957157169
3700800.0,3390.5985293668705
3704400.0,3253.9679084184672
3708000.0,3366.8107527820384
3711600.0,3263.028454710202
3715200.0,3535.247500898427
3718800.0,3607.3213877305852
3722400.0,3528.8382241708778
3726000.0,3787.708110529429
3729600.0,3510.651429200364
3733200.0,3501.2448853609753
3736800.0,3692.7776304568533
3740400.0,3777.164873427446
3744000.0,3828.7982050089113
3747600.0,3567.1262368098405
3751200.0,3696.617596235624
3754800.0,3534.5280489009992
3758400.0,3475.3162952741372
3762000.0,3539.611082483188
3765600.0,3472.7285993654164
3769200.0,3210.529003142394
3772800.0,3490.1831118756177
3776400.0,3462.340623255271
3780000.0,3256.45526778536
3783600.0,3364.1670855734983
3787200.0,3391.6725452784085
3790800.0,3396.2507133382296
3794400.0,3349.84143967655
3798000.0,3378.723245825221
3801600.0,3504.386670640058
3805200.0,3677.4423595925746
3808800.0,3653.3753887568373
3812400.0,3590.6973199468407
3816000.0,3743.643973887223
3819600.0,3362.277923707339
3823200.0,3809.3364808722195
3826800.0,3484.5746706741897
3830400.0,3619.151638900595
3834000.0,3509.101144558457
3837600.0,3455.1303832521003
3841200.0,3676.173893453348
3844800.0,3457.8673726180323
3848400.0,3497.6750531073117
3852000.0,3414.585185793694
3855600.0,3431.4974758160056
3859200.0,3362.947075808669
3862800.0,3209.229381801859
3866400.0,3431.300016264751
3870000.0,3288.2562539254513
3873600.0,3198.534475467229
3877200.0,3339.6309831844637
3880800.0,3573.34925872244
3884400.0,3549.986511230317
3888000.0,3484.1789146961983
